,house_id,image,objects,probabilities
8,516,d92239101bfeb6354812fb12ec6158af4295047a.jpg,car,0.6723153591156006
0,518,70b7a09cc71e9a70d23247f9df6ae1f9ccdb55de.jpg,car,0.9940459132194519
1,518,70b7a09cc71e9a70d23247f9df6ae1f9ccdb55de.jpg,person,0.9838086366653442
2,518,70b7a09cc71e9a70d23247f9df6ae1f9ccdb55de.jpg,person,0.9631754159927368
3,518,70b7a09cc71e9a70d23247f9df6ae1f9ccdb55de.jpg,person,0.9515081644058228
4,518,70b7a09cc71e9a70d23247f9df6ae1f9ccdb55de.jpg,person,0.9137844443321228
5,518,70b7a09cc71e9a70d23247f9df6ae1f9ccdb55de.jpg,person,0.8589867949485779
6,518,70b7a09cc71e9a70d23247f9df6ae1f9ccdb55de.jpg,car,0.7193340063095093
7,518,70b7a09cc71e9a70d23247f9df6ae1f9ccdb55de.jpg,person,0.6996335387229919
8,518,70b7a09cc71e9a70d23247f9df6ae1f9ccdb55de.jpg,car,0.6723153591156006
0,519,be068acad6e1ddbea5290aefba30630712b99087.jpg,person,0.9864835739135742
1,519,be068acad6e1ddbea5290aefba30630712b99087.jpg,person,0.9714741110801697
2,519,be068acad6e1ddbea5290aefba30630712b99087.jpg,person,0.749575138092041
0,520,0ad3c6b075e662e743490c97e2a09ffa8ecd95d8.jpg,bird,0.9396505951881409
1,520,0ad3c6b075e662e743490c97e2a09ffa8ecd95d8.jpg,person,0.8519830703735352
0,521,73853049d0ab07647f031ebc0a4ea0b90f2c9eaf.jpg,car,0.8609980940818787
0,522,62bfaaeff13dd9fdb227a0de74058c96dad3c17e.jpg,person,0.9407916069030762
1,522,62bfaaeff13dd9fdb227a0de74058c96dad3c17e.jpg,person,0.912622332572937
2,522,62bfaaeff13dd9fdb227a0de74058c96dad3c17e.jpg,person,0.6101468801498413
0,523,f5a797e18a46fe67feec2dd539a0f09c04dbf3ac.jpg,car,0.9996864199638367
1,523,f5a797e18a46fe67feec2dd539a0f09c04dbf3ac.jpg,bicycle,0.9938866496086121
2,523,f5a797e18a46fe67feec2dd539a0f09c04dbf3ac.jpg,person,0.9907743334770203
3,523,f5a797e18a46fe67feec2dd539a0f09c04dbf3ac.jpg,person,0.981403648853302
4,523,f5a797e18a46fe67feec2dd539a0f09c04dbf3ac.jpg,person,0.9752376675605774
5,523,f5a797e18a46fe67feec2dd539a0f09c04dbf3ac.jpg,car,0.9467786550521851
6,523,f5a797e18a46fe67feec2dd539a0f09c04dbf3ac.jpg,car,0.8418732285499573
7,523,f5a797e18a46fe67feec2dd539a0f09c04dbf3ac.jpg,car,0.7655614018440247
8,523,f5a797e18a46fe67feec2dd539a0f09c04dbf3ac.jpg,person,0.6042194962501526
9,523,f5a797e18a46fe67feec2dd539a0f09c04dbf3ac.jpg,person,0.592402458190918
10,523,f5a797e18a46fe67feec2dd539a0f09c04dbf3ac.jpg,bicycle,0.577461302280426
0,524,b55dc15731837d15509183ea5d114b82946c31f3.jpg,person,0.9364500641822815
1,524,b55dc15731837d15509183ea5d114b82946c31f3.jpg,car,0.7983480095863342
0,526,f8655f2975437f92fadb19acb550aa2463d31599.jpg,person,0.9407916069030762
1,526,f8655f2975437f92fadb19acb550aa2463d31599.jpg,person,0.912622332572937
2,526,f8655f2975437f92fadb19acb550aa2463d31599.jpg,person,0.6101468801498413
0,528,776db682fe90c71faf88ca833922879dd9767bda.jpg,person,0.9933446049690247
1,528,776db682fe90c71faf88ca833922879dd9767bda.jpg,car,0.9806857109069824
2,528,776db682fe90c71faf88ca833922879dd9767bda.jpg,person,0.9751334190368652
3,528,776db682fe90c71faf88ca833922879dd9767bda.jpg,person,0.9640754461288452
4,528,776db682fe90c71faf88ca833922879dd9767bda.jpg,person,0.9522808194160461
5,528,776db682fe90c71faf88ca833922879dd9767bda.jpg,car,0.9506216645240784
6,528,776db682fe90c71faf88ca833922879dd9767bda.jpg,person,0.8126885890960693
7,528,776db682fe90c71faf88ca833922879dd9767bda.jpg,person,0.6624734401702881
0,529,a8dc481b3bc9509394ef06912ae3c9b26d532e6b.jpg,car,0.9428902864456177
0,530,81b3c95f0f5524087247342428cf865525598d85.jpg,person,0.9977359175682068
1,530,81b3c95f0f5524087247342428cf865525598d85.jpg,bicycle,0.9967260956764221
2,530,81b3c95f0f5524087247342428cf865525598d85.jpg,car,0.9776797294616699
3,530,81b3c95f0f5524087247342428cf865525598d85.jpg,person,0.9733482599258423
4,530,81b3c95f0f5524087247342428cf865525598d85.jpg,person,0.9677042961120605
5,530,81b3c95f0f5524087247342428cf865525598d85.jpg,person,0.9376459717750549
6,530,81b3c95f0f5524087247342428cf865525598d85.jpg,person,0.7559320330619812
7,530,81b3c95f0f5524087247342428cf865525598d85.jpg,person,0.7528882622718811
8,530,81b3c95f0f5524087247342428cf865525598d85.jpg,person,0.7261167764663696
9,530,81b3c95f0f5524087247342428cf865525598d85.jpg,bird,0.7202866077423096
10,530,81b3c95f0f5524087247342428cf865525598d85.jpg,bird,0.7093536853790283
11,530,81b3c95f0f5524087247342428cf865525598d85.jpg,bird,0.6748309135437012
12,530,81b3c95f0f5524087247342428cf865525598d85.jpg,bird,0.6721162796020508
13,530,81b3c95f0f5524087247342428cf865525598d85.jpg,bird,0.6102040410041809
14,530,81b3c95f0f5524087247342428cf865525598d85.jpg,person,0.5699357390403748
0,531,269d0a9b4ce6c6fd9da3f7b7d1094a0f50b81ed5.jpg,car,0.5313192009925842
0,532,598710ade4dd07bd3c2947662d77c764913ad0d0.jpg,car,0.9940366744995117
1,532,598710ade4dd07bd3c2947662d77c764913ad0d0.jpg,car,0.9909190535545349
2,532,598710ade4dd07bd3c2947662d77c764913ad0d0.jpg,car,0.988874077796936
3,532,598710ade4dd07bd3c2947662d77c764913ad0d0.jpg,car,0.9866604804992676
4,532,598710ade4dd07bd3c2947662d77c764913ad0d0.jpg,car,0.9597529172897339
5,532,598710ade4dd07bd3c2947662d77c764913ad0d0.jpg,car,0.9372780919075012
6,532,598710ade4dd07bd3c2947662d77c764913ad0d0.jpg,car,0.8575917482376099
7,532,598710ade4dd07bd3c2947662d77c764913ad0d0.jpg,car,0.7610989212989807
8,532,598710ade4dd07bd3c2947662d77c764913ad0d0.jpg,car,0.671646237373352
9,532,598710ade4dd07bd3c2947662d77c764913ad0d0.jpg,car,0.6222617626190186
10,532,598710ade4dd07bd3c2947662d77c764913ad0d0.jpg,car,0.5851202011108398
11,532,598710ade4dd07bd3c2947662d77c764913ad0d0.jpg,car,0.546998918056488
0,533,2b92140e2ad2c18f1417679a814b5d1e49ba4994.jpg,person,0.9874012470245361
1,533,2b92140e2ad2c18f1417679a814b5d1e49ba4994.jpg,person,0.983384370803833
2,533,2b92140e2ad2c18f1417679a814b5d1e49ba4994.jpg,person,0.9032292366027832
0,534,de3b4297b999a9d9f1cd5d48df775cc9f2d4a3e6.jpg,person,0.9950969219207764
1,534,de3b4297b999a9d9f1cd5d48df775cc9f2d4a3e6.jpg,person,0.9913641810417175
2,534,de3b4297b999a9d9f1cd5d48df775cc9f2d4a3e6.jpg,person,0.9778143763542175
3,534,de3b4297b999a9d9f1cd5d48df775cc9f2d4a3e6.jpg,person,0.9250903129577637
4,534,de3b4297b999a9d9f1cd5d48df775cc9f2d4a3e6.jpg,person,0.8782246708869934
5,534,de3b4297b999a9d9f1cd5d48df775cc9f2d4a3e6.jpg,chair,0.7336142659187317
0,535,cc8addd86d4c3c316f7fd73c3537b4a9f5fa3969.jpg,person,0.9988124966621399
1,535,cc8addd86d4c3c316f7fd73c3537b4a9f5fa3969.jpg,car,0.9982236623764038
2,535,cc8addd86d4c3c316f7fd73c3537b4a9f5fa3969.jpg,person,0.9979918599128723
3,535,cc8addd86d4c3c316f7fd73c3537b4a9f5fa3969.jpg,bicycle,0.95895916223526
4,535,cc8addd86d4c3c316f7fd73c3537b4a9f5fa3969.jpg,person,0.705938994884491
5,535,cc8addd86d4c3c316f7fd73c3537b4a9f5fa3969.jpg,person,0.6251706480979919
6,535,cc8addd86d4c3c316f7fd73c3537b4a9f5fa3969.jpg,person,0.6094616651535034
0,536,391c1b2bd0ad4679a538fce6e82c87085ff323f4.jpg,person,0.9882783889770508
1,536,391c1b2bd0ad4679a538fce6e82c87085ff323f4.jpg,car,0.9233781099319458
2,536,391c1b2bd0ad4679a538fce6e82c87085ff323f4.jpg,person,0.9229223132133484
3,536,391c1b2bd0ad4679a538fce6e82c87085ff323f4.jpg,person,0.9057315587997437
4,536,391c1b2bd0ad4679a538fce6e82c87085ff323f4.jpg,person,0.9012973308563232
5,536,391c1b2bd0ad4679a538fce6e82c87085ff323f4.jpg,car,0.8118411898612976
6,536,391c1b2bd0ad4679a538fce6e82c87085ff323f4.jpg,person,0.5593019127845764
7,536,391c1b2bd0ad4679a538fce6e82c87085ff323f4.jpg,person,0.5311239361763
0,537,de303043f434ef078926168ee69a308d00fecdd3.jpg,person,0.9988124966621399
1,537,de303043f434ef078926168ee69a308d00fecdd3.jpg,car,0.9982236623764038
2,537,de303043f434ef078926168ee69a308d00fecdd3.jpg,person,0.9979918599128723
3,537,de303043f434ef078926168ee69a308d00fecdd3.jpg,bicycle,0.95895916223526
4,537,de303043f434ef078926168ee69a308d00fecdd3.jpg,person,0.705938994884491
5,537,de303043f434ef078926168ee69a308d00fecdd3.jpg,person,0.6251706480979919
6,537,de303043f434ef078926168ee69a308d00fecdd3.jpg,person,0.6094616651535034
0,538,dd0cac63cc7f3cff461382f896bf2d92d12c5c6c.jpg,person,0.9950969219207764
1,538,dd0cac63cc7f3cff461382f896bf2d92d12c5c6c.jpg,person,0.9913641810417175
2,538,dd0cac63cc7f3cff461382f896bf2d92d12c5c6c.jpg,person,0.9778143763542175
3,538,dd0cac63cc7f3cff461382f896bf2d92d12c5c6c.jpg,person,0.9250903129577637
4,538,dd0cac63cc7f3cff461382f896bf2d92d12c5c6c.jpg,person,0.8782246708869934
5,538,dd0cac63cc7f3cff461382f896bf2d92d12c5c6c.jpg,chair,0.7336142659187317
0,540,7667953fed12bb64d73695ebe7bd10f173c65af6.jpg,person,0.9550316333770752
1,540,7667953fed12bb64d73695ebe7bd10f173c65af6.jpg,person,0.9369699358940125
2,540,7667953fed12bb64d73695ebe7bd10f173c65af6.jpg,person,0.5562940239906311
0,541,0bcb2e898d8c5fda7c3f99254bbd4e6954c03b82.jpg,car,0.9940459132194519
1,541,0bcb2e898d8c5fda7c3f99254bbd4e6954c03b82.jpg,person,0.9838086366653442
2,541,0bcb2e898d8c5fda7c3f99254bbd4e6954c03b82.jpg,person,0.9631754159927368
3,541,0bcb2e898d8c5fda7c3f99254bbd4e6954c03b82.jpg,person,0.9515081644058228
4,541,0bcb2e898d8c5fda7c3f99254bbd4e6954c03b82.jpg,person,0.9137844443321228
5,541,0bcb2e898d8c5fda7c3f99254bbd4e6954c03b82.jpg,person,0.8589867949485779
6,541,0bcb2e898d8c5fda7c3f99254bbd4e6954c03b82.jpg,car,0.7193340063095093
7,541,0bcb2e898d8c5fda7c3f99254bbd4e6954c03b82.jpg,person,0.6996335387229919
8,541,0bcb2e898d8c5fda7c3f99254bbd4e6954c03b82.jpg,car,0.6723153591156006
0,543,ca9a65e61f6e027d894f90b63dad44f45af9cee7.jpg,person,0.9910300374031067
1,543,ca9a65e61f6e027d894f90b63dad44f45af9cee7.jpg,person,0.9761924147605896
0,545,c80b1f313913214a99ba381d0912e2dfc8830d5a.jpg,pottedplant,0.747074544429779
1,545,c80b1f313913214a99ba381d0912e2dfc8830d5a.jpg,bench,0.5463279485702515
0,546,eb925a920fc6d9d69f62f6095ba2a5632559a177.jpg,bicycle,0.8743482828140259
1,546,eb925a920fc6d9d69f62f6095ba2a5632559a177.jpg,bench,0.6259620189666748
0,547,326a6abadf1564cc8f049c3785770f7795a28387.jpg,person,0.9766368269920349
1,547,326a6abadf1564cc8f049c3785770f7795a28387.jpg,person,0.9563850164413452
2,547,326a6abadf1564cc8f049c3785770f7795a28387.jpg,person,0.9390405416488647
3,547,326a6abadf1564cc8f049c3785770f7795a28387.jpg,bird,0.9129514098167419
4,547,326a6abadf1564cc8f049c3785770f7795a28387.jpg,bird,0.9017964005470276
5,547,326a6abadf1564cc8f049c3785770f7795a28387.jpg,bird,0.8810107111930847
6,547,326a6abadf1564cc8f049c3785770f7795a28387.jpg,car,0.8561705350875854
7,547,326a6abadf1564cc8f049c3785770f7795a28387.jpg,bird,0.8529409170150757
8,547,326a6abadf1564cc8f049c3785770f7795a28387.jpg,bird,0.8285243511199951
9,547,326a6abadf1564cc8f049c3785770f7795a28387.jpg,person,0.8087119460105896
10,547,326a6abadf1564cc8f049c3785770f7795a28387.jpg,bird,0.7509289383888245
11,547,326a6abadf1564cc8f049c3785770f7795a28387.jpg,bird,0.7365149259567261
12,547,326a6abadf1564cc8f049c3785770f7795a28387.jpg,bird,0.7361132502555847
13,547,326a6abadf1564cc8f049c3785770f7795a28387.jpg,bird,0.7188013792037964
14,547,326a6abadf1564cc8f049c3785770f7795a28387.jpg,bird,0.6621894240379333
15,547,326a6abadf1564cc8f049c3785770f7795a28387.jpg,person,0.5119154453277588
0,548,c357dd4280a07ed308bb8e11359595f14d3d3534.jpg,person,0.991711437702179
1,548,c357dd4280a07ed308bb8e11359595f14d3d3534.jpg,person,0.9819959402084351
2,548,c357dd4280a07ed308bb8e11359595f14d3d3534.jpg,bench,0.9800488948822021
3,548,c357dd4280a07ed308bb8e11359595f14d3d3534.jpg,bird,0.7492091059684753
4,548,c357dd4280a07ed308bb8e11359595f14d3d3534.jpg,bird,0.7381880283355713
5,548,c357dd4280a07ed308bb8e11359595f14d3d3534.jpg,bird,0.7364678978919983
6,548,c357dd4280a07ed308bb8e11359595f14d3d3534.jpg,bird,0.669037938117981
7,548,c357dd4280a07ed308bb8e11359595f14d3d3534.jpg,bird,0.664039134979248
8,548,c357dd4280a07ed308bb8e11359595f14d3d3534.jpg,bird,0.6125969886779785
9,548,c357dd4280a07ed308bb8e11359595f14d3d3534.jpg,bird,0.6045441627502441
10,548,c357dd4280a07ed308bb8e11359595f14d3d3534.jpg,bird,0.5678110718727112
11,548,c357dd4280a07ed308bb8e11359595f14d3d3534.jpg,bench,0.5373151898384094
0,549,3466285c3ba736c8e6569d2ad6e344bcd6314d52.jpg,bench,0.9941695332527161
1,549,3466285c3ba736c8e6569d2ad6e344bcd6314d52.jpg,person,0.9922211766242981
2,549,3466285c3ba736c8e6569d2ad6e344bcd6314d52.jpg,person,0.9914208054542542
3,549,3466285c3ba736c8e6569d2ad6e344bcd6314d52.jpg,bird,0.8100783824920654
4,549,3466285c3ba736c8e6569d2ad6e344bcd6314d52.jpg,bird,0.7906407713890076
5,549,3466285c3ba736c8e6569d2ad6e344bcd6314d52.jpg,bird,0.7341517210006714
6,549,3466285c3ba736c8e6569d2ad6e344bcd6314d52.jpg,bird,0.7135388255119324
7,549,3466285c3ba736c8e6569d2ad6e344bcd6314d52.jpg,bird,0.7045032382011414
8,549,3466285c3ba736c8e6569d2ad6e344bcd6314d52.jpg,bird,0.6855988502502441
9,549,3466285c3ba736c8e6569d2ad6e344bcd6314d52.jpg,bird,0.6408923268318176
10,549,3466285c3ba736c8e6569d2ad6e344bcd6314d52.jpg,bird,0.6125856041908264
11,549,3466285c3ba736c8e6569d2ad6e344bcd6314d52.jpg,bench,0.5901864171028137
12,549,3466285c3ba736c8e6569d2ad6e344bcd6314d52.jpg,bird,0.5899674892425537
0,550,6d064d325247e292319e6f92d2f889452de5f214.jpg,person,0.984737753868103
1,550,6d064d325247e292319e6f92d2f889452de5f214.jpg,person,0.934933602809906
2,550,6d064d325247e292319e6f92d2f889452de5f214.jpg,car,0.9056780338287354
3,550,6d064d325247e292319e6f92d2f889452de5f214.jpg,car,0.5187443494796753
0,552,c8117fadf60830f25df929052a7e2616ee1bd731.jpg,motorbike,0.9867455959320068
1,552,c8117fadf60830f25df929052a7e2616ee1bd731.jpg,car,0.9786144495010376
2,552,c8117fadf60830f25df929052a7e2616ee1bd731.jpg,person,0.8590770959854126
3,552,c8117fadf60830f25df929052a7e2616ee1bd731.jpg,person,0.7418631315231323
0,553,0d94ef7718e484ca024f503c7128b02df466c473.jpg,person,0.9989345669746399
1,553,0d94ef7718e484ca024f503c7128b02df466c473.jpg,person,0.9939329624176025
2,553,0d94ef7718e484ca024f503c7128b02df466c473.jpg,car,0.9864217638969421
3,553,0d94ef7718e484ca024f503c7128b02df466c473.jpg,dog,0.9781210422515869
4,553,0d94ef7718e484ca024f503c7128b02df466c473.jpg,person,0.9406250715255737
5,553,0d94ef7718e484ca024f503c7128b02df466c473.jpg,bird,0.7746556401252747
6,553,0d94ef7718e484ca024f503c7128b02df466c473.jpg,bird,0.7739686369895935
7,553,0d94ef7718e484ca024f503c7128b02df466c473.jpg,bird,0.7008229494094849
8,553,0d94ef7718e484ca024f503c7128b02df466c473.jpg,bird,0.6782807111740112
9,553,0d94ef7718e484ca024f503c7128b02df466c473.jpg,bird,0.6761679649353027
10,553,0d94ef7718e484ca024f503c7128b02df466c473.jpg,bird,0.6748211979866028
11,553,0d94ef7718e484ca024f503c7128b02df466c473.jpg,bird,0.6534157395362854
12,553,0d94ef7718e484ca024f503c7128b02df466c473.jpg,bird,0.5133940577507019
13,553,0d94ef7718e484ca024f503c7128b02df466c473.jpg,bird,0.5017367601394653
0,554,e4ae40c0f479f4de100e9691f63134bb750990c6.jpg,person,0.984737753868103
1,554,e4ae40c0f479f4de100e9691f63134bb750990c6.jpg,person,0.934933602809906
2,554,e4ae40c0f479f4de100e9691f63134bb750990c6.jpg,car,0.9056780338287354
3,554,e4ae40c0f479f4de100e9691f63134bb750990c6.jpg,car,0.5187443494796753
0,555,0999bc289411e8fb89365895b039101a0090b0f5.jpg,person,0.997285783290863
1,555,0999bc289411e8fb89365895b039101a0090b0f5.jpg,person,0.9969837665557861
2,555,0999bc289411e8fb89365895b039101a0090b0f5.jpg,person,0.9848997592926025
3,555,0999bc289411e8fb89365895b039101a0090b0f5.jpg,car,0.8985044956207275
4,555,0999bc289411e8fb89365895b039101a0090b0f5.jpg,backpack,0.8659093379974365
5,555,0999bc289411e8fb89365895b039101a0090b0f5.jpg,car,0.7477554082870483
6,555,0999bc289411e8fb89365895b039101a0090b0f5.jpg,bird,0.7067967057228088
7,555,0999bc289411e8fb89365895b039101a0090b0f5.jpg,backpack,0.705596923828125
8,555,0999bc289411e8fb89365895b039101a0090b0f5.jpg,bird,0.6968352794647217
9,555,0999bc289411e8fb89365895b039101a0090b0f5.jpg,bird,0.62388676404953
10,555,0999bc289411e8fb89365895b039101a0090b0f5.jpg,bird,0.6077095866203308
11,555,0999bc289411e8fb89365895b039101a0090b0f5.jpg,bird,0.6063743233680725
0,556,31075b1d76a7deed94a92f437ecece44886c899a.jpg,person,0.9937175512313843
1,556,31075b1d76a7deed94a92f437ecece44886c899a.jpg,car,0.930091381072998
2,556,31075b1d76a7deed94a92f437ecece44886c899a.jpg,person,0.8929545283317566
3,556,31075b1d76a7deed94a92f437ecece44886c899a.jpg,car,0.7836028933525085
4,556,31075b1d76a7deed94a92f437ecece44886c899a.jpg,person,0.7496578693389893
0,557,451805e6aaad6a522cb56f80712af43994daa971.jpg,person,0.997285783290863
1,557,451805e6aaad6a522cb56f80712af43994daa971.jpg,person,0.9969837665557861
2,557,451805e6aaad6a522cb56f80712af43994daa971.jpg,person,0.9848997592926025
3,557,451805e6aaad6a522cb56f80712af43994daa971.jpg,car,0.8985044956207275
4,557,451805e6aaad6a522cb56f80712af43994daa971.jpg,backpack,0.8659093379974365
5,557,451805e6aaad6a522cb56f80712af43994daa971.jpg,car,0.7477554082870483
6,557,451805e6aaad6a522cb56f80712af43994daa971.jpg,bird,0.7067967057228088
7,557,451805e6aaad6a522cb56f80712af43994daa971.jpg,backpack,0.705596923828125
8,557,451805e6aaad6a522cb56f80712af43994daa971.jpg,bird,0.6968352794647217
9,557,451805e6aaad6a522cb56f80712af43994daa971.jpg,bird,0.62388676404953
10,557,451805e6aaad6a522cb56f80712af43994daa971.jpg,bird,0.6077095866203308
11,557,451805e6aaad6a522cb56f80712af43994daa971.jpg,bird,0.6063743233680725
0,558,cd1e42752a5b59fc1ae20f4c7414e494d04d7371.jpg,person,0.9969010353088379
1,558,cd1e42752a5b59fc1ae20f4c7414e494d04d7371.jpg,person,0.9948457479476929
2,558,cd1e42752a5b59fc1ae20f4c7414e494d04d7371.jpg,car,0.9886735677719116
0,559,17e5093800749cb819ce7052e2cfe93c82453a12.jpg,person,0.984737753868103
1,559,17e5093800749cb819ce7052e2cfe93c82453a12.jpg,person,0.934933602809906
2,559,17e5093800749cb819ce7052e2cfe93c82453a12.jpg,car,0.9056780338287354
3,559,17e5093800749cb819ce7052e2cfe93c82453a12.jpg,car,0.5187443494796753
0,560,4638a870c8d907b39ca320ae7d740312de2a6d58.jpg,pottedplant,0.9942917227745056
1,560,4638a870c8d907b39ca320ae7d740312de2a6d58.jpg,pottedplant,0.8185673952102661
2,560,4638a870c8d907b39ca320ae7d740312de2a6d58.jpg,chair,0.8037130832672119
3,560,4638a870c8d907b39ca320ae7d740312de2a6d58.jpg,vase,0.6455668210983276
4,560,4638a870c8d907b39ca320ae7d740312de2a6d58.jpg,book,0.6111119985580444
5,560,4638a870c8d907b39ca320ae7d740312de2a6d58.jpg,chair,0.548294186592102
6,560,4638a870c8d907b39ca320ae7d740312de2a6d58.jpg,book,0.542094886302948
0,562,9d30694ae563a0892d600d1b59996cd8b21693ef.jpg,chair,0.99955815076828
1,562,9d30694ae563a0892d600d1b59996cd8b21693ef.jpg,chair,0.9942074418067932
2,562,9d30694ae563a0892d600d1b59996cd8b21693ef.jpg,sofa,0.9249477386474609
3,562,9d30694ae563a0892d600d1b59996cd8b21693ef.jpg,pottedplant,0.8962897658348083
4,562,9d30694ae563a0892d600d1b59996cd8b21693ef.jpg,vase,0.82627272605896
5,562,9d30694ae563a0892d600d1b59996cd8b21693ef.jpg,chair,0.7741474509239197
6,562,9d30694ae563a0892d600d1b59996cd8b21693ef.jpg,pottedplant,0.6730886101722717
7,562,9d30694ae563a0892d600d1b59996cd8b21693ef.jpg,chair,0.6367477774620056
8,562,9d30694ae563a0892d600d1b59996cd8b21693ef.jpg,pottedplant,0.5272952914237976
0,563,d5786b1b4fd4689d6dad2de8b9846d06a08ec9c3.jpg,bicycle,0.9944983124732971
1,563,d5786b1b4fd4689d6dad2de8b9846d06a08ec9c3.jpg,bicycle,0.9410977959632874
2,563,d5786b1b4fd4689d6dad2de8b9846d06a08ec9c3.jpg,pottedplant,0.7352016568183899
0,565,55c178c17a90b5706f7ebc6259030337048a6ed4.jpg,car,0.9872974753379822
1,565,55c178c17a90b5706f7ebc6259030337048a6ed4.jpg,car,0.9687551259994507
2,565,55c178c17a90b5706f7ebc6259030337048a6ed4.jpg,car,0.8391099572181702
3,565,55c178c17a90b5706f7ebc6259030337048a6ed4.jpg,car,0.6793650984764099
4,565,55c178c17a90b5706f7ebc6259030337048a6ed4.jpg,car,0.5434519052505493
0,566,b600da9692e20af2c7329887bceccd4235833005.jpg,car,0.9966074228286743
1,566,b600da9692e20af2c7329887bceccd4235833005.jpg,car,0.9033738374710083
2,566,b600da9692e20af2c7329887bceccd4235833005.jpg,car,0.8178926706314087
3,566,b600da9692e20af2c7329887bceccd4235833005.jpg,car,0.7441062927246094
4,566,b600da9692e20af2c7329887bceccd4235833005.jpg,boat,0.5508818626403809
0,568,415b524c84e5e4161f4307332cfaf84e4653f11b.jpg,car,0.9829365015029907
1,568,415b524c84e5e4161f4307332cfaf84e4653f11b.jpg,car,0.9710907340049744
0,571,0f5949f11c8a4c5381d5e0c83c8556d83076245b.jpg,car,0.9830528497695923
1,571,0f5949f11c8a4c5381d5e0c83c8556d83076245b.jpg,car,0.9791476130485535
2,571,0f5949f11c8a4c5381d5e0c83c8556d83076245b.jpg,car,0.9275524020195007
3,571,0f5949f11c8a4c5381d5e0c83c8556d83076245b.jpg,car,0.9118179678916931
4,571,0f5949f11c8a4c5381d5e0c83c8556d83076245b.jpg,bicycle,0.761070966720581
5,571,0f5949f11c8a4c5381d5e0c83c8556d83076245b.jpg,car,0.6725565791130066
6,571,0f5949f11c8a4c5381d5e0c83c8556d83076245b.jpg,bicycle,0.6103513836860657
7,571,0f5949f11c8a4c5381d5e0c83c8556d83076245b.jpg,bicycle,0.5935941338539124
8,571,0f5949f11c8a4c5381d5e0c83c8556d83076245b.jpg,bicycle,0.5790896415710449
9,571,0f5949f11c8a4c5381d5e0c83c8556d83076245b.jpg,truck,0.5743194222450256
10,571,0f5949f11c8a4c5381d5e0c83c8556d83076245b.jpg,bicycle,0.5465940833091736
11,571,0f5949f11c8a4c5381d5e0c83c8556d83076245b.jpg,bicycle,0.5320334434509277
0,572,237ecf40bcd918fa1723679420b53862fed006b6.jpg,motorbike,0.9377167820930481
1,572,237ecf40bcd918fa1723679420b53862fed006b6.jpg,chair,0.5354636907577515
0,573,b31ab065d511cfe4baa5e76617c6e397fcf2c508.jpg,car,0.9890518188476562
1,573,b31ab065d511cfe4baa5e76617c6e397fcf2c508.jpg,car,0.939989447593689
2,573,b31ab065d511cfe4baa5e76617c6e397fcf2c508.jpg,car,0.6818589568138123
0,577,952cbd6d2388b5686bd52519b86e0eb54a10a7eb.jpg,pottedplant,0.916458785533905
0,578,0c74e91b0a9ad68f8e9ff539e9f5a28d95e5fb37.jpg,pottedplant,0.9490844011306763
1,578,0c74e91b0a9ad68f8e9ff539e9f5a28d95e5fb37.jpg,pottedplant,0.8154048919677734
2,578,0c74e91b0a9ad68f8e9ff539e9f5a28d95e5fb37.jpg,pottedplant,0.7846938967704773
3,578,0c74e91b0a9ad68f8e9ff539e9f5a28d95e5fb37.jpg,pottedplant,0.6068410873413086
4,578,0c74e91b0a9ad68f8e9ff539e9f5a28d95e5fb37.jpg,pottedplant,0.5575721263885498
5,578,0c74e91b0a9ad68f8e9ff539e9f5a28d95e5fb37.jpg,pottedplant,0.5137060284614563
0,580,4afa84da2f00c728f447fa29dfba1e17dd30ab13.jpg,car,0.9784696698188782
0,583,b87f6ba3073cce56cadf7260ae399a5487d5ef82.jpg,truck,0.8194618225097656
0,586,a88478701bd42c39ba51f2ff9273160c93aa4de6.jpg,car,0.9561200737953186
1,586,a88478701bd42c39ba51f2ff9273160c93aa4de6.jpg,car,0.9474517107009888
0,587,30eeca59d3f2cc6ec399c0730d4df21e5f25aee2.jpg,motorbike,0.7638667225837708
1,587,30eeca59d3f2cc6ec399c0730d4df21e5f25aee2.jpg,bicycle,0.574766218662262
0,590,9d48bfe1d9eb24fdc5e1ae81c35da4666e2785cc.jpg,sofa,0.9775039553642273
1,590,9d48bfe1d9eb24fdc5e1ae81c35da4666e2785cc.jpg,pottedplant,0.9598550796508789
2,590,9d48bfe1d9eb24fdc5e1ae81c35da4666e2785cc.jpg,tvmonitor,0.9119237661361694
3,590,9d48bfe1d9eb24fdc5e1ae81c35da4666e2785cc.jpg,chair,0.8778115510940552
4,590,9d48bfe1d9eb24fdc5e1ae81c35da4666e2785cc.jpg,vase,0.7638556361198425
5,590,9d48bfe1d9eb24fdc5e1ae81c35da4666e2785cc.jpg,chair,0.7592713832855225
0,600,c22e9ed860f47a93003970dc2da8e6d5527edd1a.jpg,car,0.8871851563453674
0,601,9a8be443fb9010c6faead4d93f54a9b3306977ce.jpg,car,0.966414749622345
1,601,9a8be443fb9010c6faead4d93f54a9b3306977ce.jpg,car,0.9520848393440247
2,601,9a8be443fb9010c6faead4d93f54a9b3306977ce.jpg,car,0.7923620343208313
3,601,9a8be443fb9010c6faead4d93f54a9b3306977ce.jpg,person,0.661288321018219
4,601,9a8be443fb9010c6faead4d93f54a9b3306977ce.jpg,person,0.6415278315544128
