SalesAgent,ReviewType,Reviews,ReviewScore,ReviewDate
Bernheze Makelaars,Sale reviews,"Beste Funda,Alles is naar wens naar wens verlopen en het betreffende project was ook niet het makkelijkste. Conclusie ik ben zeer goed tevreden..groet Arie van liempd",9.0,7 March 2019
Bernheze Makelaars,Sale reviews,prima verlopen en succes geboekt vanwege hun goede netwerk in potentiële kopers. juist een makelaar met grote contactengroep uit grotere kernen die passende kopers kennen voor vestiging in kleinere kern. zo snel een tevreden koper en verkoper.,8.0,8 January 2019
Bliek Makelaars,Sale reviews,"Mijn woning bleek moeilijker te verkopen dan gedacht. Maar het hele ""Bliek-team""heeft er echt alles aan gedaan dit voor elkaar te krijgen. En dit is idd gelukt. Ook heb ik een mooie nieuwe woning gekocht via de bemiddeling van Bliek.Stuk voor stuk deskundige en ook fijne mensen .",10.0,6 June 2019
Borghouts Makelaars b.v.,Buy reviews,Wij waren al 5 jaar zelfstandig op zoek naar een woning. Na het inschakelen van Borghouts Makelaars was het binnen drie maanden raak.Wij zijn zeer professioneel en kundig geholpen en hebben een hoop geleerd tijdens de bezichtigingen.,10.0,14 August 2020
Brantjes Makelaars Velsen,Sale reviews,Zeer aardige mensen en je wordt op tijd geïnformeerd. Er wordt ook de tijd voor je genomen en je kan altijd terecht met vragen. Niets is teveel,7.5,2 December 2020
Bliek Makelaars,Sale reviews,"Deskundig, doortastend, communicatief, betrokken en zorgzaam, niet alleen Yvo maar het hele kantoor. Een grote aanrader!",10.0,2 May 2019
Bliek Makelaars,Sale reviews,Erg tevreden! Zeer prettig in de omgang en kundig. Zal in de toekomst niet twijfelen om wederom gebruik te maken van de diensten van dit kantoor.,10.0,8 April 2019
Borghouts Makelaars b.v.,Buy reviews,"Na enige tijd alleen op huizenjacht te zijn geweest zonder resultaat, besloot ik de makelaars van Borghouts in de arm te nemen. Nadat ik mijn droomappartement op Funda had gevonden ben ik samen met de makelaar gaan bezichtigen. Het is fijn om een deskundige partij aan je zijde te hebben die de juiste vragen weet te stellen. Ik werd verliefd op het appartement en wilde graag een bod uitbrengen. Mijn makelaar was daarbij zeer behulpzaam. Door de professionaliteit en nauwkeurigheid van Borghouts Makelaars is het binnen een week gelukt om het appartement aan te kopen. Tijdens het gehele proces was de makelaar goed bereikbaar wanneer ik bijvoorbeeld vragen had. Daarnaast kwam de makelaar met suggesties voor het bezichtigen van soortgelijke woningen. Het is heel prettig als je opzoek bent naar je eigen plek en de makelaar weet wat jouw wensen zijn. Bovendien zijn de mensen die bij Borghouts werken zeer klantvriendelijk. Ik kan dit makelaarskantoor aan iedere huizenjager aanraden!",8.0,30 July 2020
Borghouts Makelaars b.v.,Buy reviews,"Wij hadden met Borghouts Makelaars de afspraak gemaakt dat wij in eerste instantie zelf de bezichtigingen zouden doen. Op het moment dat wij Borghouts lieten weten dat wij, na een bezichtiging,een bod wilden uitbrengen kwamen zij direct opdagen en hebben zij vervolgens zeer adequaat gehandeld. Na het bespreken van de aankoopstrategie hebben zij direct een openingsbod uitgebracht en namens ons de onderhandelingen met de verkopende partij gevoerd met als resultaat de aankoop van het huis. De toegevoegde waarde als aankoopmakelaar hebben zij waargemaakt. ",8.0,20 July 2020
Brantjes Makelaars Velsen,Sale reviews,Contact met makalaar verliep heel prettig. Enige minpuntje is dat hij de prijs vooraf iets te hoog inschatte. Verder heel goed geholpen met de afwerking van de verkoop en onderhandeling om ons huus na verkoop nog enkele maanden te kunnen huren.,8.5,18 November 2020
Brantjes Makelaars Velsen,Sale reviews,"Wij hebben uit vier makelaars firma Brantjes gekozen om ons huis in IJmuiden te verkopen. Het eerste gesprek gaf ons direct al een goed gevoel, maar de deskundigheid met betrekking tot de markt en de woning waren uiteindelijk bepalend voor de keuze. Bovendien was het tarief bijzonder concurrerend. Het contact verliep steeds soepel en ongedwongen waardoor we alle vertrouwen hadden in het verloop van het verkoopproces. Binnen korte tijd was ons huis verkocht voor een zeer goede prijs. Super tevreden en van harte aanbevolen dus!",9.5,13 November 2020
Boomsma & Bruinsma Makelaars,Buy reviews,"Leontine Maxwell van Boomsma & Bruinsma Makelaars is extremely diligent. She is very knowledgable and gives very thorough advice, allowing the buyer to make the most informed decision. In addition she goes above and beyond the call of duty, having given 110% to help us get this house.",10.0,4 October 2017
Bliek Makelaars,Sale reviews,"We hebben erg goed en persoonlijk contact gehad met alle medewerkers van Bliek, wij voelden ons erg herkend met deze persoonlijke benadering. Als we tussendoor even belden met vragen of onzekerheden werden we altijd goed te woord gestaan, en waar nodig kregen we (extra) uitleg.Geen bla bla en gewoon een erg toegankelijk makelaars kantoor, aanrader!",9.0,2 April 2019
Bliek Makelaars,Sale reviews,"deskundig, zeer goed op de hoogte van de waarde/verkoopprijs van de buurt, goed bereikbaar en zeer prettige communicatie.",9.0,18 November 2018
Borghouts Makelaars b.v.,Buy reviews,"Onze makelaar heeft ons fantastisch geholpen tijdens meerdere periodes waarin we zochten naar een huis.Alles was goed, ze was eerlijk, open communicatie en een fijn persoon om mee op zoektocht te hebben.",8.0,18 June 2020
Borghouts Makelaars b.v.,Buy reviews,"Super bevallen en zouden het zo nog een keer doen. Wij hadden veel moeite in deze tijd met keuzes maken en goed te filteren waar we naar op zoek zijn. Daarnaast hadden we veel concurrentie op de markt. Borghouts makelaars heeft ons dmv onze wensen en de markt goed in kaart te brengen, snelle communicatie, zeer deskundig advies, goede onderhandeling, geholpen aan een mooie huis! Ook een compliment aan de dames op kantoor die alle afspraken voor ons snel en vriendelijk in hebben gepland! ",9.0,9 June 2020
Brantjes Makelaars Velsen,Sale reviews,Het contact verliep goed na elke bezichtiging belde de makelaar om te vertellen hoe het was geweest. Wij konden ook altijd bellen bij vragen kortom dik tevreden en zeker aan te raden.,9.5,13 November 2020
Brantjes Makelaars Velsen,Sale reviews,"Vanaf het 1ste contact veel vertrouwen en dat is niet beschaamd. Veel kennis van zaken, erg klant vriendelijk, altijd goed bereikbaar voor vragen. Marnix, Frank en Maxime zijn uiterst bekwame en vriendelijke mensen die in alle opzichten alles uit de kast halen om de klant te helpen. Een dikke 10!! We zijn makelaar Brantjes erg dankbaar voor alle hulp. En zullen ze zeer zeker aanbevelen bij anderen.",10.5,6 November 2020
Boomsma & Bruinsma Makelaars,Buy reviews,Extreem flexibel en alert. Zit boven op de materie en hebben er voor gezorgd dat wij in een oververhitte markt ons doel hebben kunnen bereiken op de juiste plek.,9.0,3 August 2017
Boomsma & Bruinsma Makelaars,Buy reviews,"Heel fijne samenwerking gehad met De makelaar (Rutger den Uyl). Gedurende het gehele process, zoeken, bezichtigen, contact en aankoop heeft Rutger altijd het voortouw genomen. Hierdoor op cruciale momenten snel kunnen schakelen. Een belangrijke punt hierin voor mij was de relatie die de makelaar heeft met andere partijen in Amsterdam.",9.0,3 July 2017
Boomsma & Bruinsma Makelaars,Buy reviews,Goede kundige begeleiding. Makkelijk in de communicatie. rechtlijnig en duidelijk. kennis van de markt en collega's,9.0,21 June 2017
Brantjes Makelaars Velsen,Buy reviews,Contact en afspraken gingen goedVriendelijk geholpen vanaf het begin tot de oplevering van de woning.Duidelijke uitleg over de gang van zaken zeer betrokken met het zoeken naar mijn woon wensen,9.0,20 October 2020
Boomsma & Bruinsma Makelaars,Buy reviews,Uitstekend geholpen in de onderhandeling van de aankoop van een huis. Daarnaast uitstekende communicatie omtrent de aankoop van het huis.,10.0,20 October 2016
Brantjes Makelaars Velsen,Buy reviews,"Op huizenjacht gaan in coronatijd is een uitdaging, vooral als de aankoopmakelaar aanvankelijk niet met je mee mag vanwege de maatregelen. Na een aantal bezichtigingen zonder onze aankoopmakelaar kwamen wij, de aankoopmakelaar maar ook de verkoopmakelaar, tot de conclusie dat dit niet prettig werkte. Ondanks de goede contacten via mail, WhatsApp of telefoon bleek het te omslachtig om de woningen gescheiden te bezoeken, en bovendien konden we hierdoor niet snel genoeg schakelen. Daarop werd besloten om toch gezamenlijk te gaan bezichtigen, uiteraard wel conform de coronaregels. Gaandeweg kregen Dennis, onze aankoopmakelaar, en zijn collega’s al steeds beter door wat onze wensen waren voor het toekomstige huis. Ze hadden dit nog eerder door dan wijzelf, waardoor wij we steeds betere adviezen kregen. En toen kwam daar ineens ons droomhuis voorbij. Niet alleen wij waren direct enthousiast, maar Dennis net zo. Door zijn juiste kijk en advies hebben wij daarop snel het winnende bod kunnen uitbrengen, waardoor wij binnenkort de sleutel van ons droomhuis kunnen ophalen!",9.0,12 October 2020
Brantjes Makelaars Velsen,Buy reviews,"Het contact ging heel vlot en altijd erg duidelijk, zelfs tijdens de corona maatregelen. De makelaar stond altijd voor ons klaar en gaf duidelijk advies ",10.0,7 July 2020
Brantjes Makelaars Velsen,Buy reviews,Door een goede bereikbaarheid van de makelaar en zijn team verliep de aankoop voorspoedig. We werden goed en deskundig geholpen. ,8.0,2 June 2020
Brantjes Makelaars Velsen,Buy reviews,"Zelfs in Coronatijd was onze makelaar Dennis altijd bereikbaar en bereid om heldere toelichting te geven. Vriendelijk, geduldig en professioneel. ",9.0,26 May 2020
Boek en Offermans Makelaars Maastricht,Sale reviews,Het contact met de makelaar van Boek & Offermans verliep zeer aangenaam en efficient. Hij heeft ons geholpen en dat heeft een resultaat opgeleverd waar wij heel tevreden over zijn.,8.0,14 November 2017
Boek en Offermans Makelaars Maastricht,Sale reviews,"Prettig contact met vriendelijke, heldere teksten van de makelaar, niet teveel, geen geslijm, en reëel in prijsbepaling van het huis.",8.0,15 September 2017
Boek en Offermans Makelaars Maastricht,Sale reviews,"Zeer prettig contact; komt afspraken goed na; goede terugkoppelingen van bezichtigingen; wel wat onnauwkeurig in het samenstellen van de brochure, maar heeft de foutjes snel opgelost.",8.0,30 June 2017
Boek en Offermans Makelaars Maastricht,Sale reviews,"Het team van Boek & Offermans is er in alle opzichten in geslaagd om mijn (hoge) verwachtingen te overtreffen. Wijze van communiceren en handelen gedurende het proces ronduit top! Heldere strategie met solide onderbouwing, doortastend uitgevoerd. Belangen zeer goed behartigd. Zeer tevreden!",10.0,22 May 2017
Boek en Offermans Makelaars Maastricht,Sale reviews,"Makelaar heeft veel marktkennis en wet wat verkopen is. Erg goede communicatie. Ze zijn stipt en komen afspraken na. Ook extra's die je vraagt worden gewoon meegenomen. Stefan, bedankt.",10.0,20 April 2017
Bles & Van der Does Makelaardij B.V.,Buy reviews,"Zeer prettige en professionele makelaar. Staat altijd voor je klaar, laat je goed inzien welke keuze je het beste kunt maken. Hierin zorgt hij er wel voor dat wij als klanten altijd de regie houden. Zeer veel kennis van de woningmarkt, weet waar die op moet letten en wijst je als klant hier ook op. Is bij 1 bezichtigen onverwacht met mijn vriendin meegegaan, dit hebben wij zeer op prijs gesteld. ",9.3,14 September 2018
Bles & Van der Does Makelaardij B.V.,Buy reviews,Marco is fijn in de omgang en komt met goed tips. Staat altijd voor je klaar en is snel en nauwkeurigafhandeling is keurig,10.3,4 September 2018
Bles & Van der Does Makelaardij B.V.,Buy reviews,Duidelijke afspraken vooraf. Verwachtingen werden duidelijk meegenomen. Makelaar heeft een realistische en goede kijk op de markt. Een aanrader.,9.3,6 June 2018
Bles & Van der Does Makelaardij B.V.,Buy reviews,Prettg en correct contact. Het contact verliep ook niet te formeel daar waar het niet nodig was. Bedankt!,9.3,9 November 2017
Bles & Van der Does Makelaardij B.V.,Buy reviews,Wij hadden een huis bezichtigd en daarna hebben wij Bles en van der Does Makelaardij ingeschakeld om ons te helpen bij de aankoop. Hij heeft alle onderhandelingen op zich genomen en uiteindelijk hebben wij het huis gekocht. Ik denk dat zonder tussenkomst van onze makelaar wij het huis niet hadden kunnen kopen. Daarom kunnen wij het iedereen aanbevelen om een aankoopmakelaar in te schakelen bij de aankoop van een huis. Hij is degene die objectief blijft bij de onderhandelingen.,9.3,26 September 2017
Bart Jansen Makelaars,Sale reviews,Ze zijn enthousiast en ze proberen het maximale eruit te halen. Ze gaan heel persoonlijk te werk. Zeker eenaanbeveling waard. ,9.0,15 March 2018
Bart Jansen Makelaars,Sale reviews,Contact verliep fantastisch. Verwachting: het huis verkopen voor een voor ons acceptabele prijs. Hetgeen is gelukt binnen een maand! ,10.0,12 February 2018
Bart Jansen Makelaars,Sale reviews,"Positief; transparant; zorgvuldig; snel; hulpvaardig; veel kennis en connecties.En, misschien wel het belangrijkst: heel prettig menselijk contact!Het aanbevelen meer dan waard.",8.0,17 January 2018
Brantjes Makelaars Beverwijk,Buy reviews,eigenlijk zijn de laatste vragen niet van toepassing.We hebben zelf onderhandeld en gekocht. De afhandeling was prima geregeld. ,8.0,2 December 2020
Brantjes Makelaars Beverwijk,Buy reviews,"Heel goed contact gehad met de makelaar. Wanneer er iets niet duidelijk was kreeg ik snel reactie terug en ze hielpen mij graag. Altijd snel bericht terug.Alles was me duidelijk, heel fijn contact gehad.Makelaar belde zelf regelmatig om te vragen hoe de status was met bepaalde dingen. Deze makelaar beveel ik zeker aan binnen mijn kenniskring. ",9.0,25 November 2020
Barnsteen makelaars,Sale reviews,"Naast het persoonlijke, prettige contact (ook tijdens avonden en weekenden) heeft de makelaar me gedurende het gehele proces continu het gevoel gegeven alles onder controle te hebben en altijd voor mij het onderste uit de kan te willen halen. Voor mij was dit gevoel bij zo'n belangrijke stap waarvan je zelf zo weinig kennis hebt het allerbelangrijkste. Ik heb gedurende dit lange proces heel wat makelaars voorbij zien komen en elke keer als ik weer een nieuwe makelaar ontmoette kreeg ik indirect de bevestiging dat ik voor de juiste had gekozen. Een volgende keer hoef ik dan ook geen seconde na te denken over welke makelaar ik inhuur: Barnsteen! ",10.0,12 March 2018
Bart Jansen Makelaars,Sale reviews,Het contact en de communicatie met de makelaar verliep zeer prettig. Wij hebben Bart Jansen Makelaars leren kennen als een zeer deskundig en proffesioneel bedrijf. Wat ons betreft een aanrader!,9.0,5 January 2018
Bart Jansen Makelaars,Sale reviews,"We zijn heel blij dat we ons huis te koop hebben gezet bij Bart Jansen Makelaars. Ze hebben ons goed geadviseerd, begeleid en stonden altijd voor ons klaar als we vragen hadden. Deze service en deskundigheid hebben geleid tot de verkoop van ons huis, binnen één dag! Wij zijn erg blij en dankbaar met de hulp van deze makelaars. ",10.0,13 December 2017
