SalesAgent,ReviewType,Reviews,ReviewScore,ReviewDate
Adfinis Makelaars,Sale reviews,"Geen commentaar op de service, wel op het gehanteerde tarief t.o.v. de (op zichzelf voldoende) inspanning. Het feit dat dat tarief gebruikelijk is maakt het nog niet objectief aanvaardbaar.",7.3,17 April 2018
Adfinis Makelaars,Sale reviews,Geweldig goede begeleiding.Op alle vragen kreeg ik een goed antwoord. Ook op menselijk vlak was er begrip.,9.3,16 April 2018
Aerssens & Partners makelaars en taxateurs,Sale reviews,Ik vond de service professioneel en laagdrempelig tegelijk. Er wordt realistisch meegedacht oversuggesties ter verbetering van de verkoop. De afwikkeling van de verkoop ging heel vlot. Ik heb de medewerkers als erg prettig ervaren en zou A&P daarom zeker aan bevelen. ,8.0,10 March 2017
Accolade Makelaars,Sale reviews,"Het kontakt met de Makelaar is goed geweest van begin tot eind!Wij hebbenniets negatiefs melden!Met vriendelijke groeten,Dhr. en Mevr. van Buuren",9.0,8 September 2017
Accolade Makelaars,Sale reviews,Accolade is zeer bekend in de gemeente Bergen (en omstreken) en kan daardoor een goede inschatting van de verkoopwaarde van de huizen maken.,8.0,21 July 2017
Antoon Verkaik Makelaardij o.g.,Sale reviews,Heldere en deskundige begeleidingDuidelijke afspraken VriendelijkGemaakte afspraken worden tot in de puntjes nagekomen,9.8,15 May 2020
Antoon Verkaik Makelaardij o.g.,Sale reviews,"Antoon Verkaik communiceerde prima, hield mij heel goed op de hoogte van de voortgang van het verkoopproces in de achterliggende periode van ""corona"" stress. Ik voelde mij gedurende die tijd heel comfortabel. Mijn wat vage oorspronkelijke verwachtingen werden goed gemanaged. Ik voel mij ook voldoende comfortabel met het resultaat.",9.8,4 May 2020
Adfinis Makelaars,Sale reviews,"Bij het allereerste contact, waardebepaling van de woning, had ik een goed gevoel. Echter werden mijn verwachtingen niet zoals ik ervan had verwacht.Het contact was bijvoorbeeld minimaal en moest veelal zelf achter dingen aan. Zoals afspraken en/of terugkoppelingen vanuit de bezichtigingen. Kortom had er meer van verwacht.",5.3,10 April 2018
Adfinis Makelaars,Sale reviews,"wij zijn zeer tevreden over de werkzaamheden van Adfinis, alles perfect geregeld, geen enkele wanklank, complimenten.",10.3,15 February 2018
Adfinis Makelaars,Sale reviews,De makelaar geeft goede voorlichting en heeft kennis van zaken. Hij heeft ons prettig begeleid. Aanrader!!,9.3,2 January 2018
Accolade Makelaars,Sale reviews,"Een zeer vriendelijk, betrouwbaar en zeer deskundige makelaarskantoor, makkelijk bereikbaar qua communicatie.We werden continue op de hoogte gehouden over de verloop e.d.",9.0,3 July 2017
Accolade Makelaars,Sale reviews,De benadering van toekomstige kopers was wat zwak.Er waren teveel toekomstige kopers die teveel onder de vraag prijs in beeld kwamen.dit terwijl de verkoper een minimum heeft aangegeven .,8.0,8 May 2017
Aerssens & Partners makelaars en taxateurs,Sale reviews,Woning deskundig op realistische verkoopwaarde getaxeerd. Verkoopstrategie goed afgestemd en de woning professioneel gefotografeerd and geadverteerd. Binnen 3 maanden een verkoop gerealiseerd.,7.0,8 March 2017
Aerssens & Partners makelaars en taxateurs,Sale reviews,"Zeer goeie makelaar. Ze zijn niet de goedkoopste maar dat maken ze ruimschots goed met hun kennis, ervaring en welgemeende interesse in hun klanten. ik zal ze zeker aanraden.",8.0,2 March 2017
Ab Gaasbeek Makelaardij,Sale reviews,Dankzij de deskundigheid van Ab Gaasbeek Makelaardij was onze woning al met 3 weken verkocht en getekend! Ook bij de aankoop van onze nieuwbouw woning heeft Ab ons zeer goed geholpen. ,9.0,18 June 2018
Ab Gaasbeek Makelaardij,Sale reviews,"Het heeft even geduurd maar een nette huurder gevonden dus blij dat wij ook de tijd hebben genomen. Met Vriendelijke groet,Gijs Vlastuin",8.0,18 June 2018
Ab Gaasbeek Makelaardij,Sale reviews,"Ab en Hanneke zijn bijzonder service gericht, hebben een uitstekende kennis van de markt en brengen koper en verkoper bij elkaar op prettige en professionele wijze.",8.0,26 April 2018
Ab Gaasbeek Makelaardij,Sale reviews,"Wij zijn meer dan tevreden over Ab en Hanneke Gaasbeek. Hun jarenlange ervaring heeft ervoor gezorgd dat ons huis in de verkoop exact deed wat zij hadden verwacht en ons hadden uitgelegd. De korte lijnen van communiceren, de persoonlijke aanpak en de uitstekende service laten zien dat dit met recht een goed bekendstaand bedrijf is.",10.0,25 April 2018
Ab Gaasbeek Makelaardij,Sale reviews,Fijne makelaar met goede kennis van de lokale markt. Leuk persoonlijk contact en professionele afhandeling! ,8.0,29 March 2018
APRIL MAKELAARS VLEUTEN,Buy reviews,"We hebben April makelaars als erg kundig, vriendelijk en behulpzaam ervaren. Zeker een aanrader. Bedankt.",8.5,14 July 2015
APRIL MAKELAARS VLEUTEN,Buy reviews,Met Martijn Bogaard de aankoop gedaan en erg tevreden van begin tot eind. Contactmomenten (zowel per mail als telefonisch) waren erg fijn en we werden goed geïnformeerd tussen de contactmomenten met de verkoopmakelaar en met Aprilmakelaars. Goede samenwerking ook met Ted Bergholtz die met ons meeging bij laatste inspectie op de dag van levering en naar notariskantoor. Dank jullie wel hiervoor,10.5,20 January 2015
Appelman & Deutekom NVM makelaars,Sale reviews,"Contact was goed In onderhandelingsperiode konden we onverwachts op kantoor komen omdat we advies nodig hadden. Was fijn dat daar tijd en ruimte voor was. Kosten makelaar ongeacht bij welke makelaar Dat is, blijf ik hoog vinden. ",8.0,14 December 2019
Appelman & Deutekom NVM makelaars,Sale reviews,Ik ben goed op de hoogte gehouden omtrent de stand van zaken. Ik zou iedereen deze makelaars adviseren!,9.0,26 November 2019
Appelman & Deutekom NVM makelaars,Sale reviews,Contact met de Makelaar was plezierig.Aanvankelijke inschatting van de verkoopwaarde te gemakkelijk eenzijdig bijgesteld.Uiteindelijke inspanningen van de Makelaar ons huis te verkopen gering.,5.0,14 November 2019
Appelman & Deutekom NVM makelaars,Sale reviews,Alles is naar wens en volle tevredenheid volbracht. De kopers wens ik veel woonplezier toe! Hartelijke groeten.,9.0,8 November 2019
Appelman & Deutekom NVM makelaars,Sale reviews,Prettig contact en snel schakelen. Vooraf een realistisch beeld geschetst wat we konden verwachten en dit hebben ze meer dan waar gemaakt.,10.0,26 October 2019
Ares Makelaardij,Sale reviews,Contact met makelaar was zeer prettig te noemen. Hij was op de hoogte van de marktontwikkelingen en gaf mij advies waar ik tijdens en na afloop veel aan had. Zeer kundig voor wat betreft inzicht en ontwikkelingen op de hectische woningmarkt heden ten dage. ,8.5,12 October 2020
Ares Makelaardij,Sale reviews,"Bonne van der Valk is een deskundige, rustige en recht door zee Makelaar. Het proces verliep prettig met duidelijke adviezen als we daar in vroegen. Alle hobbels werden in overleg en doordacht genomen. ",9.5,5 May 2020
Ares Makelaardij,Sale reviews,Bonne van der Valk hield er alle vertrouwen in dat er een koper zou komen. Hij heeft gelijk gekregen. Het pand is nu verkocht en wij zijn zeer tevreden.We kunnen iedereen aanraden met Bonne in zee te gaan.,9.5,20 April 2020
Ares Makelaardij,Sale reviews,"We hebben altijd prettig en vakkundig contact gehad met Makelaardij Ares.Hij heeft ons altijd goed op de hoogte gehouden tijdens de verkoop van onze woning.Als we toch een vraag hadden , was de reactie snel en vakkundig.",8.5,15 January 2020
Ares Makelaardij,Sale reviews,"Bonne van der Valk is een makelaar met passie voor zijn vak. Vanaf het begin was er die belangrijke klik en vertrouwden we volledig op zijn adviezen. Hierdoor konden we snel handelen. Bonne is absoluut een aanrader wanneer u op zoek bent naar een enthousiaste, betrouwbare en deskundige makelaar. ",9.5,30 September 2019
Arjen Ketel Makelaars,Buy reviews,Arjen Ketel is een makelaar die samen met medewerker Davina over veel kennis en kundigheid beschikken. Arjen is hij een bijzonder sociaal persoon waardoor er een goede band met de verkopende partij ontstaat. Hierdoor heb je als koper net dat kleine stukje voorsprong op de rest!,9.3,26 May 2020
Arjen Ketel Makelaars,Buy reviews,"Arjen Ketel makelaars uit Badhoevedorp is voor ons opgetreden als verkoop- en aankoop makelaar. Verkoop van ons huis in Amsterdam en aankoop van ons nieuwe huis in Zaandijk. Het oriënterende gesprek was open en duidelijk en gaf ons snel het vertrouwen om deze makelaar de opdracht tot verkoop en aankoop te verlenen. Bij de verkoop werd de vraagprijs op een duidelijke manier onderbouwd waarbij rekening werd gehouden met de verschillende omgevingsfactoren en deactuele marktomstandigheden.Wij hebben ons huis zeer snel kunnen verkopen. Na een maandenlange zoektocht vonden wij een huis dat voor ons geschikt leek. In goed overleg en met veel vertrouwen in de deskundigheid, de ervaring en een uitstekend inzicht van de huizenmarkt van de makelaar zijn we het aankooptraject ingegaan. Na enkele weken konden wij het huis kopen.De makelaar en/of de overige medewerkers van het kantoor waren altijd snel telefonisch bereikbaar en/of konden wij snel terecht voor nader overleg, gedurende het gehele verkoop- en aankoopproces.Arjen Ketel makelaars is een makelaar die het aan- en verkoopproces van het begin tot het einde begrijpt, ondersteunt en begeleidt. Er wordt gewerkt in een klein, maar hecht, team met oog voor details !Wij hebben Arjen en Davina van Arjen Ketel Makelaars uit Badhoevedorp ervaren als professioneel, persoonlijk, deskundig, meedenkend en vriendelijk.",9.3,14 September 2019
Arjen Ketel Makelaars,Buy reviews,"Alle verwachtingen qua kennis van de markt, communicatie tijdens het proces,de snelheid van handelen en het uiteindelijke eindresultaat zijn door deze makelaar waargemaakt.",9.3,19 March 2019
Arjen Ketel Makelaars,Buy reviews,"In het verleden heb ik vaker contact gehad met Arjen Ketel Makelaars en zij hebben mij altijd deskundig en vakkundig geholpen met zowel de verkoop als aankoop van een woning. Zij zijn vriendelijk, klantgericht en eerlijk. Daarnaast is het fijn om in deze markt een makelaar te hebben, die je kunt vertrouwen en die zijn afspraken na komt. ",9.3,27 June 2017
Ares Makelaardij,Buy reviews,"Bonne v.d. Valk van Ares Makelaardij heeft ons bij de zoektocht naar onze nieuwe woning professioneel en deskundig begeleid. Doordat we naar een levensloopbestendige woning zochten, was dit een behoorlijke uitdaging. In korte tijd aardig wat huizen met hem bezichtigd. Een uitdagende zoektocht, mede gezien de steeds krappere markt en stijgende huizenprijzen. We zijn heel blij dat het uiteindelijk gelukt is en dat we hier zijn deskundige kennis en hulp bij het onderhandelen hebben kunnen inzetten. Bonne heel hartelijk bedankt!",9.8,1 September 2020
Ares Makelaardij,Buy reviews,Goede makelaar goed geholpen met de aankoop van ons nieuwe huis prima service en altijd goed bereikbaar ,10.8,25 May 2019
Ares Makelaardij,Buy reviews,Het is een eerlijke makelaar hou zijn woord. Begeleid het geheel zodat er geen valkuilen zijn die door ander makelaar worden opgezet. Deze makelaar kijk ook naar de gebreken die hij ziet en wijst ons er op en gebuikt die ook bij de onderhandelingen.,10.8,30 July 2018
Ares Makelaardij,Buy reviews,Dank zij deze makelaar hebben wij dit huis kunnen kopen. Het was ons zelf niet gelukt. Na veel vijven en zessen is het toch gelukt. Petje af voor Ares makelaardij.,10.8,30 July 2018
ARENS MAKELAARS,Buy reviews,Ik heb Arens Makelaars als zeer professioneel en toch heel persoonlijk ervaren. Na een uitgebreid intakegesprek hadden zij precies voor ogen wat mijn wensen waren. Ze hebben mij begeleid van de eerste tot en met de laatste stap en ik voelde me werkelijk gesteund in mijn keuzes. ,9.8,2 October 2019
Ares Makelaardij,Buy reviews,"Het contact met de makelaar is over het algemeen prima verlopen. Na elke bezichtiging, we hebben er in totaal 3 gedaan, hebben we onder het genot van een kop koffie onze bevindingen besproken, en het plan van aanpak over het doen van een bod. Hierbij steeds voor ogen houdend wat mijn maximale bod zou moeten worden. Dankzij Bonne van der Valk van Ares Makelaars ben ik hier ruim onder gebleven",8.8,19 June 2018
Angela den Hartog makelaardij o.g.,Sale reviews,Het contact was prettig en vragen werden snel beantwoord. Komt de afspraken na en is duidelijk.. top,8.8,14 April 2020
Angela den Hartog makelaardij o.g.,Sale reviews,"Professioneel, altijd. Ook het team (ofwel de binnendienst), goede begeleiding en feedback bij de inrichting van ons huis en eerlijk advies, doel is altijd geweest zo goed mogelijk je huis in de markt zetten. Was best even omdenken om al je persoonlijke spullen even achteruit te zetten maar alles voor het beste resultaat. Er gebeurde ietswaardoor de hulp van een collega Makelaar ingeroepen moest worden, er zijn in het leven soms belangrijkere zaken. Ook deze communicatie en overdracht verliep vlekkeloos. Joke Vermaat heeft de communicatie en bezichtigingen vlekkeloos overgenomen en we kijken ook hier terug op een perfecte begeleiding, eerlijke antwoorden en een duidelijk kader waarin we ons hebben kunnen bewegen, een luisterend oor en er is rekening gehouden met onze wensen. In Cornona tijd loop alles net even wat anders dan gepland zoals rekening houden met meerdere agenda's.Het resultaat, we hebben gezamenlijk ons doel bereikt welke wij vooraf voor ogen hadden. We hebben er een goed gevoel aan over gehouden. Het resultaat is niet de hoofdprijs maar alles is goed onderbouwd van beide zijden en uiteindeljk met een naar de tijdsgeest passende voorwaarden in een lastige tijd verkocht.Dank je wel Angela den Hartog en team.",10.8,13 April 2020
Angela den Hartog makelaardij o.g.,Sale reviews,"Toen het appartement van ons moeder verkocht moest worden werd ons Angela den Hartog aangeraden door een vriendin. Na de afspraak met Angela voelde het zo goed dat we gelijk de knoop hebben doorgehakt. Zij heeft een plan gemaakt en vervolgens verliep alles zoals ze voorspelde. In de roerige tijd waarin we toen verkeerden heeft ze alle mogelijke zorg uit handen genomen. Binnen no time was het appartement voor een heel goede prijs verkocht en kon de afronding van deze intensieve tijd beginnen. Inmiddels een beetje bijgekomen en wat later dan gepland vanwege het leven dat door de corona crisis wederom op zijn kop kwam te staan hierbij de 4 verdiende tienen! Als ik ooit nog eens een makelaar nodig heb dan is voor mij de keuze op voorhand al gemaakt! Angela en Vera, nogmaals ontzettend bedankt voor alles! Jullie zijn toppers!",10.8,1 April 2020
Arjen Ketel Makelaars,Sale reviews,Prima en plezierig contact in deze moeilijke tijd. ,10.0,13 November 2020
Arjen Ketel Makelaars,Sale reviews,"Wat een fantástische makelaar zeg.Zéér goede service, afspraken nagekomen en huis snel verkocht!Wat wil een mens nu nog meer...",10.0,12 October 2020
Angela den Hartog makelaardij o.g.,Sale reviews,"Erg goede communicatie, snelle en vriendelijke service, goede kennis van zaken.Al met al, zeker een makelaar om aan te raden!",10.8,20 March 2020
Angela den Hartog makelaardij o.g.,Sale reviews,Twee heel plezierige dames. Hebben het waar gemaakt wat er van te voren is afgesproken. Wij bevelen dit makelaars kantoor van harte aan.,9.8,13 January 2020
Arjen Ketel Makelaars,Sale reviews,"Een zeer betrouwbaar, vakkundig en zeer service gericht makelaarskantoor.Bovendien is men buitengewoon vriendelijk.Het hele proces is zeer vakkundig en snel verlopen.",9.0,24 September 2020
Arjen Ketel Makelaars,Sale reviews,"Het contact met Arjen Ketel en ook met Davina was van begin tot eind positief. Ik werd altijd goed op de hoogte gehouden over wat er gaande was, de bezichtigingen, de tijd dat het huis te koop stond.Ze zijn vriendelijk en professioneel. Ik kan Arjen Ketel Makelaars iedereen aanbevelen.",10.0,11 September 2020
Arjen Ketel Makelaars,Sale reviews,Arjen lijkt dag en nacht voor ons klaar te staan. Het hele pakket inclusief taxaties en bouwkundige inspecties verliep juist en snel. Geen extra kosten achteraf. Bedankt voor jouw deskundigheid Arjen!,10.0,8 July 2020
atn aankoop- & taxatiebureau o.g.,Buy reviews,het contact was heel goed en heel deskundig. De bereikbaarheid was super ,8.0,19 October 2020
atn aankoop- & taxatiebureau o.g.,Buy reviews,"Monique heeft ons heel goed door het hele proces geholpen.Toen ze een huis vond die perfect bij onze wensen paste heeft ze direct gehandeld.Een afspraak stond binnen no time gepland. Het contact was heel fijn, we konden haar altijd alles vragen, zelfs toen ze met vakantie was. Heel fijn!",8.0,31 March 2020
atn aankoop- & taxatiebureau o.g.,Buy reviews,"De samenwerking met Monique was super.Als eerst heeft ze ons aan een tijdelijk huurhuis geholpen op een hele korte termijn.Daarna de zoektocht naar onze woonboerderij.Door haar directe aanpak en onderhandelingen was dit snel gekocht.Ze heeft ons zelfs bij het verzekeren van het pand geholpen.Ze is zeer behulpzaam en staat altijd voor je klaar.Wij vonden het een super samenwerking met een positief resultaat.Wij zijn zeer blij om met haar samengewerkt te mogen hebben.Monique,.houdoe en bedankt...",10.0,24 January 2020
atn aankoop- & taxatiebureau o.g.,Buy reviews,Een deskundige makelaar die luistert naar de wensen van de koper en op basis daarvan kritisch meekijkt en adviseert. Voor de onderhandeling ook zeer aan te bevelen omdat het jou als koper wel in de realiteit houdt en zo een goede adviseur is richting de verkopende partij.,8.0,4 December 2019
atn aankoop- & taxatiebureau o.g.,Buy reviews,"Monique Schoonen is voor mij een betrokken en deskundig makelaar, die het spannende proces van de aankoop van mijn huis met veel kennis van zaken en op een zeer plezierige heeft begeleid. ",9.0,5 June 2018
Anja van de Ven Makelaardij,Sale reviews,"Dit is het tweede huis dat ik via Anja verkoop en ook dit keer ben ik erg blij met haar expertise en inbreng. Ook tijdens het fotograferen helpt ze mee voor de mooiste foto’s.Het huis was binnen een week verkocht en tot aan de overdracht heeft zij gezorgd dat alles goed is verlopen. Nogmaals heel erg bedankt, natuurlijk ook aan jouw collega’s. ",10.0,22 November 2019
ARENS MAKELAARS,Sale reviews,De contacten waren prima. Ik kon altijd een beroep op hen doen.Alles is uiteindelijk flot verlopen.,8.8,30 November 2020
Appel & Fris Makelaars,Buy reviews,"Yde heeft ons fantastisch bijgestaan. Persoonlijk, snel, deskundig en met humor. Zeer prettig bij zo’n grote en spannende beslissing. ",9.0,27 March 2019
Anja van de Ven Makelaardij,Sale reviews,Deskundige makelaar. Presenteert aan verkoper reële verwachtingen (die uitkwamen). Prettig in de omgang. ,8.0,16 October 2019
Anja van de Ven Makelaardij,Sale reviews,"Anja en haar team zijn deskundig, realistisch en betrokken. Het was heel prettig om met hen samen te werken. Ons huis was daardoor snel en tegen een goede prijs verkocht. ",9.0,16 October 2019
Anja van de Ven Makelaardij,Sale reviews,Anja heeft ons vlot geholpen en vriendelijk en efficient terzijde gestaan. Zij zorgde ook voor de goede mensen om ons huis goed op Funda te kunnen tonen.,9.0,24 July 2019
ARENS MAKELAARS,Sale reviews,Goed en professioneel geholpenzelfs in deze onzekere tijd van Corona en Veranderingen in de manier van bezichtiging etc. 👍,10.8,2 October 2020
ARENS MAKELAARS,Sale reviews,"Vanaf het eerste contact met Marco en Michelle voelden het gelijk goed, zij namen alles uit handen en regelden alles van A tot Z, ook gaven zij goed advies, voor vragen kon je altijd bij hen terecht zelfs in het weekend. Wat ons betreft verdienen zij een dikke 10",10.8,30 September 2020
Appel & Fris Makelaars,Buy reviews,"Goed contact met Yde Durkstra gehad, goede strategie bepaald, uiteindelijk de winnende. Erg tevreden!",9.0,8 February 2019
Appel & Fris Makelaars,Buy reviews,"Appel & Fris heeft ons tijdens het aankooptraject uitstekend geholpen. Ze zijn deskundig, goed bereikbaar en handelen snel waar nodig. Ook tijdens bezichtigingen goede begeleiding. Bedankt!! ",8.0,4 December 2018
Appel & Fris Makelaars,Buy reviews,Zeer heldere communicatie en goede samenwerking. Telefonisch contact verliep goed.Duidelijke afspraken over hoe en wat en goede service achteraf,8.0,20 November 2018
Anja van de Ven Makelaardij,Sale reviews,"Anja van de Ven en haar collega’s zijn zeer doortastend en to-the-point. Je krijgt een goede begeleiding bij de voorbereiding van en tijdens het verkooptraject, en een snelle terugkoppeling na elke bezichtiging. Al met al zijn wij dik tevreden!",8.0,9 July 2019
Appelman & Deutekom NVM makelaars,Buy reviews,Met Martijn Appelman en Rik Deutekom als beleggingsadviseurs is het prima zaken doen. Met het juiste advies heb ik gemerkt dat er een uitstekend (verhuur)rendement kan worden gerealiseerd. Investeren in onroerend goed is daarmee met de huidige lage rentestand wel heel aantrekkelijk. Ook het beheerconcept van de heren past mij geheel. De gehele administratieve rompslomp wordt door hen uit handen genomen. Geen zorgen maar wel een uitstekend rendement!,9.3,16 March 2017
ARENS MAKELAARS,Sale reviews,Het contact met makelaar Arens is zeer persoonlijk en betrokken. Deze makelaar verleent service buiten de gevraagde diensten zonder enig probleem en zijn zeer zeker bereid het uiterste voor je te doen en te regelen. ,10.8,1 September 2020
Appel & Fris Makelaars,Buy reviews,"bereikbaarheid en communicatie zijn top bij Appel en Fris. Dankzij een leuke en goed samenwerkende team voelden wij ons vanaf begin in goede handen. Bedankt Carola, Marjan, Yde en Luc!",8.0,2 November 2018
Accolade Makelaars,Sale reviews,"Geweldig,deskundige makelaar.Denkt goed mee in alle opzichten.Alles altijd perfect op oorde!Ik beoordeel Accolade makelaars met een dikke vette 10!",10.0,9 December 2016
Appelman & Deutekom NVM makelaars,Buy reviews,"Tijdens het gehele aankoopproces zijn wij zeer goed en vakkundige begeleid door Martijn Appelman. Het persoonlijke advies, de scherpe onderhandelingen werden door ons zeer gewaardeerd. ",9.3,17 November 2016
Appelman & Deutekom NVM makelaars,Buy reviews,"Reeds een aantal jaren hebben wij contact met Martijn Appelman en onze relatie is zogezegd zeer vertrouwd te noemen inmiddels. Martijn heeft voor ons al veel woningen verkocht en ook bij de aankoop heeft hij ons al meerdere keren bijgestaan. Met zijn deskundige kijk op de woningmarkt en de perfecte onderbouwing naar de verkopers toe heeft hij ook dit keer weer gezorgd voor een messcherpe deal. Het bedrag wat deze makelaar ons inmiddels heeft bespaard bij de verkoop en de aankoop van alle woningen gaat zijn kosten ver te boven en hij heeft ons ook echt behoed voor het aanschaffen van bouwkundig zeer matige en slechte woningen. Hij handelt echt in het belang van zijn opdrachtgever en communiceert daarbij zeer goed, zo is onze ervaring. Vaak horen wij om ons heen dat het meenemen van een aankoopmakelaar zinloos is maar wij weten inmiddels dat een aankoopmakelaar als Martijn Appelman zichzelf meervoudig kan en zal terugverdienen. Een absolute aanrader dus! ",10.3,1 November 2016
ARENS MAKELAARS,Sale reviews,Ons huis is door omstandigheden tijdelijk uit de verkoop genomen. Dit was geen enkel probleem en werd keurig opgepakt. Bij het opnieuw plaatsen werd nog even gekeken naar de actuele prijs en die werd meteen aangepast. De begeleiding en informatie is echt prima en er is een heel goede prijs / kwaliteit verhouding. Er is goed overleg en er is goed gekeken naar onze wensen.Ik kan Marco en Michelle echt aanraden.Beiden zijn erg vriendelijk en kundig.,9.8,9 July 2020
Accolade Makelaars,Sale reviews,Een zeer goed begeleidende makelaar in de keuzes die je kan en of moet maken. Flexibel en meedenkend. Nuchter en met gedegen kennis. Laagdrempelig en zeer goed bereikbaar.,9.0,1 December 2016
Adfinis Makelaars,Sale reviews,In de eerste instantie leek de vraagprijs ons hoog. De eerste week kregen we geen bezichtigingen. Maar de makelaar gaf aan dat we niet in paniek moeten schieten. Huis is binnen 8 weken verkocht.Makelaar was rustig en deskundig. ,8.0,15 December 2017
Adfinis Makelaars,Sale reviews,Contact met de makelaar is goed. Kent de lokale markt goed. Was met alle bezichtigingen zorgvuldig. Op tijd aangekondigd. Sleutel voor de toegang tot de woning op tijd uitgewisseld / overhandigd. ,8.0,18 October 2017
Ab Gaasbeek Makelaardij,Sale reviews,"Aardige makelaar, met verstand van zaken. Heeft ons zeer goed geholpen. Denken mee en geven goede tips! Ons huis was binnen 3 weken verkocht!! ",9.0,13 March 2018
Adfinis Makelaars,Sale reviews,"Working with Mr Remko Amstelveen and his 'Dream-Team"" (headed by the office manager,'Lotte) has allowed me to experience ahigh level of professional competence. Not only did my apt in Deventer find a happy buyer in less than a month, l received total guidance on theeventual purchase of another property. Although at another Agent's,in another town, Mr Amstelveen found a way to finance the new home while expertly disposing-to both the buyers and the sellers satisfaction-of the Deventer Property. Thank you,Merci, Gracias, Bedankt: Adfinis Real Estate Agents",9.0,18 October 2017
Adfinis Makelaars,Sale reviews,"Heel fijn contact, altijd bereid vragen te beantwoorden en uitstekende begeleiding. In één woord top!!!",9.0,28 September 2017
Adfinis Makelaars,Sale reviews,Prima service bij de verkoop. Makelaars denken proactief mee en geven vertrouwen. Goed bekend met de plaatselijke situatie.,8.0,23 September 2017
Ab Gaasbeek Makelaardij,Sale reviews,Eerlijk naar ons toe.in overleg wat handig was goede info gekregen.goede prijs voor het huis kunnen krijgen dankzij hun,8.0,9 March 2018
Ab Gaasbeek Makelaardij,Sale reviews,"Dit is zo ongeveer de 10e keer dat we verhuizen, maar zo'n goeie hebben we nog niet gehad :-) De contacten met makelaardij Ab Gaasbeek verliepen vanaf het begin heel prettig en ontspannen. Na een vergelijkende offerte wat Ab duidelijk het voordeligst. We hadden wel een prijs in gedachten, maar Ab adviseerde op grond van zijn marktkennis een veel hogere prijs, welk advies wij gelukkig opgevolgd hebben. Het proces van verkoop klaar maken, de foto's de duidelijke brochure en vermelding op Funda was gewoon professioneel. Hanneke Gaasbeek verzorgde de bezichtiging vriendelijk en correct. Er werd bij het tekenen van het koopcontract uitgebreid de tijd genomen om op zaken een toelichting te geven. Koper en verkoper voelden zich door de no nonsense aanpak van Ab op hun gemak. De verkoop van onze seniorenwoning werd binnen 14 dagen, zonder dat er een bord in de tuin heeft gestaan gerealiseerd tegen een prijs die de makelaarskosten meer dan goed maakt. Kortom wij zijn met Ab en Hanneke Gaasbeek dik tevreden!",10.0,1 March 2018
Ab Gaasbeek Makelaardij,Sale reviews,Ab en Hanneke staan midden in de vastgoedmarkt van Renswoude en zijn daarom bijzonder betrokken bij het gehele proces. Zoekt u een makelaar die zich volledig voor u inzet dan is Ab Gaasbeek Makelaardij het goede adres.,10.0,20 February 2018
Ab Gaasbeek Makelaardij,Sale reviews,"We hebben een zeer positieve ervaring gehad met Ab Gaasbeek Makelaardij. Makelaar Ab heeft veel kennis van zaken, kent de lokale markt en kan goed beoordelen wat een reële vraagprijs voor een woning is. Verkoop van mijn woning is, mede door de goede strategie van Ab, snel en prettig verlopen. Tijdens het verkooptraject was er voortdurend contact over de ontwikkelingen. Ook de medewerkers op kantoor waren altijd direct bereikbaar, vriendelijk en goed geïnformeerd. Kortom een prima makelaar en we zijn erg tevreden. ",9.0,25 January 2018
Appelman & Deutekom NVM makelaars,Sale reviews,Prima team die heel professioneel opereren met goede focus op de klant en kopers waardoor het proces prettig verloopt.,9.3,26 September 2019
Appelman & Deutekom NVM makelaars,Sale reviews,Prettig en efficiënt contact met de makelaar: niet teveel en niet te weinig. Plezierige samenwerking en heldere communicatie.,8.3,17 September 2019
Appelman & Deutekom NVM makelaars,Sale reviews,"Het contact met de makelaar was vanaf het eerste moment goed. De verkoop van de woning verliep vlot, en ik ben blij dat ""Appelman en Deutekom NVM makelaars"" onzekeuze is geweest.",8.3,16 September 2019
Appelman & Deutekom NVM makelaars,Sale reviews,Het verkoopproces is geheel conform verwachting en afspraken verlopen en geheel naar onze tevredenheid.,10.3,13 September 2019
Appelman & Deutekom NVM makelaars,Sale reviews,"Zeer enthousiaste jonge makelaars. Waar anderen bij dewaardebeoordeling en kenningsmakingsgesprek alleen maar met de cijfers , maten en landelijke standaard bepalingen bezig waren, sprak deze makelaar recht uit zijn hart wat of een geweldig huis en plek we aan te bieden hadden. Mede door zijn enthousiasme hebben wij ons huis goed kunnen verkopen!",8.3,24 August 2019
APRIL MAKELAARS VLEUTEN,Sale reviews,"Voor de tweede keer naar volle tevredenheid bijgestaan door April Makelaars Vleuten. Martijn en Ted hebben goede kennis van de lokale woningmarkt, zijn transparant, prettig in de omgang (ook voor kijkers) en staan open voor eigen inbreng verkoper. Kortom, zeker een aanrader!",9.5,10 August 2020
APRIL MAKELAARS VLEUTEN,Sale reviews,"Deskundige makelaar verstand van de markt, prettig in omgang en scherpe courtageZullen een volgende keer zeker weer bij April uitkomen",9.5,20 July 2020
APRIL MAKELAARS VLEUTEN,Sale reviews,"Erg professionele aanpak. Altijd snel contact. Ik werd en word goed op de hoogte gehouden. Zeker een aanrader. Het zijn vakmensen. Mocht ik weer verhuizen, dan zal ik weer April Makelaars inschakelen.",10.5,24 June 2020
